token_mint,token_symbol,token_name,token_source_class,token_corrected_ath_mc_usd,token_supply_used,wallet,query_sources,tier,avg_cost_usd,avg_sold_usd,avg_entry_market_cap_usd,direct_sale_price_multiple,history_bought_cost_usd,history_sold_income_usd,aggregate_sold_to_bought_multiple,direct_sale_income_minus_total_buys_usd,gmgn_realized_profit_usd,history_transfer_out_income_usd,is_suspicious,transfer_in,buy_tx_count,sell_tx_count,start_holding_at,end_holding_at,needs_exact_chain_verification,reason,api_status,api_pages,api_raw_item_count,parsed_target_swap_event_count,moralis_buy_event_count,moralis_sell_event_count,first_actual_buy_timestamp,first_actual_buy_transaction_hash,first_actual_buy_market_cap_usd,minimum_actual_buy_market_cap_usd,eligible_sub_50k_buy_count,fifo_allocation_count,passing_fifo_allocation_count,max_realized_lot_multiple,eligible_lots_matched_cost_usd,eligible_lots_matched_sale_income_usd,eligible_lots_realized_profit_usd,eligible_lots_aggregate_realized_multiple,passing_allocations_sale_income_usd,passing_allocations_realized_profit_usd,unmatched_sell_token_amount,remaining_bought_token_amount,strict_direct_swap_pass,transfer_contamination_signal,strict_clean_pass,cluster_trace_required,cluster_trace_priority,verification_rule
fH1YDRu48pBwedxhNxTRSLsriqx3ysUntRbKMtkpump,ALIENJAK,Alienjak,intersection,10465352.7316574,988043307,2QBdmhhwCgxM6r4HRHoDRfDbWz3YwvejeRzSXS5RwV1W,all_profit,A,3.77379491270726e-05,0.0038132928828375,37286.7280549106,101.046637961096,228.44035537826,23083.1298856111,101.046637961096,22854.6895302328,22852.31456321651,0.0,False,False,1,56,1771590267.0,1771618391.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,57,57,1,56,2026-02-20T12:24:27Z,3rRCNeNC1n5FXvEmRAtsBpGC5QSmUA9SRMe6CoCdY4VYbT1pTxsAhjVrnrrDinfGCq5TcQoquSvJMTCKxTf3iYBg,37468.44037185114,37468.44037185114,1,56,56,142.5378041795698,229.55363156053545,23076.151413550524,22846.59778198999,100.52618752609509,23076.151413550524,22846.597781989985,1.4551915228366852e-10,0.0,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
fH1YDRu48pBwedxhNxTRSLsriqx3ysUntRbKMtkpump,ALIENJAK,Alienjak,intersection,10465352.7316574,988043307,8CVUSzYyCAjQHVkHyVnncYorpYWX35mzR6osqR7ME9JN,all_profit,A,4.26434254785079e-05,0.0032936782114671,42133.551131593,77.2376556176782,210.75756968337,16278.4205860229,77.2376556176782,16067.6630163396,16065.50285292037,0.0,False,False,1,34,1771590285.0,1771618760.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,35,35,1,34,2026-02-20T12:24:45Z,4jfKiZYPW2WT3tfQuT71Pv5b6tojoK3oDeQxDcvfsJsJsqAMRLHigYhFp2YfkUuRh9yeAWXxjtDMKotFgsWDanxw,43296.49362674555,43296.49362674555,1,34,34,80.49780101408419,216.57476114663783,16298.743330589436,16082.1685694428,75.2568916354659,16298.743330589436,16082.1685694428,2.0372681319713595e-10,0.0,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,intersection,10352153.4070237,999907217,4v1m33zVsGqFFrQUa6dyhdWMaLbPmXijb1sLv79GyVWu,all_profit,A,1.12415781084137e-05,0.0063120708147701,11240.5350810721,561.493302265621,18.439104203,10353.4335097624,561.493302265621,10334.9944055594,10334.75549147284,0.0,True,False,1,11,1773467064.0,1773591863.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,12,12,1,11,2026-03-14T05:44:24Z,3HwY46fUGgDvSWd2Q6uxbcZRsDQpTBnb1dLiUwjgmKqvZmcH8cW2upTKXQQs9T6po2bbeS9u5n9CoHqj19Z7bf5X,11247.67046681044,11247.67046681044,1,11,11,593.9286152893131,18.45080917257741,10344.34369800075,10325.892888828172,560.6444466064432,10344.34369800075,10325.892888828172,1.1572243163726623e-10,0.0,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,intersection,10352153.4070237,999907217,7yZgmw11tCMsTP12pN9UnDrsdgPzwmWPxEoeCFeakBsA,all_profit,A,3.71338525224986e-05,0.0053565404237883,37130.40713226,144.249520583488,74.77265642485,10785.9198420385,144.249520583488,10711.1471856136,10710.21746772198,0.0,False,False,1,13,1773467652.0,1773592451.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,14,14,1,13,2026-03-14T05:54:12Z,4j4kRj1mkR8GorMnHia6zMXBzNPKsvL6KyPiUrL5K46W1RrnQNuZG7gNT1hVA2YRmqwgAMSQiV4XC9npypWrAqz6,37590.98634201524,37590.98634201524,1,13,13,161.63890373621484,75.70016392254007,10803.014030888118,10727.313866965578,142.70793444968317,10803.014030888118,10727.313866965576,1.0004441719502209e-10,0.0,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,intersection,10352153.4070237,999907217,A594w9RNdzFcpM5qjuuXVwoPE2SUyNWvn9owzfHHbgwq,all_profit,A,4.83344018341939e-05,0.0058239675024363,48329.9172233885,120.493215627553,79.62076672891,9593.76221389764,120.493215627553,9514.14144716873,9513.33907822293,0.0,False,False,1,9,1773467419.0,1773592338.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,10,10,1,9,2026-03-14T05:50:19Z,f38W2a2ve9woykDbkYgdLLWirDZNq9e8UAsTHd9BPKg6ke3SzxDPLy2NNqXAhkkug1oKGknVPs1aCPs6NSBf15t,48602.949150514665,48602.949150514665,1,9,9,132.64274265194527,80.07057116947578,9585.053654849196,9504.98308367972,119.70757189381926,9585.053654849196,9504.98308367972,0.0,8.731149137020111e-11,True,False,True,True,MEDIUM,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,intersection,10352153.4070237,999907217,EZRRxRjg7EnXpzFx4eXdWtfEzwuQ2S8gnpBH6X1U59jJ,all_profit,A,4.92588055237123e-05,0.0054779355676712,49254.2351439594,111.207235121329,70.6866245316,7860.86407421871,111.207235121329,7790.17744968711,7789.46320839677,0.0,True,False,1,10,1773467263.0,1773592132.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,11,11,1,10,2026-03-14T05:47:43Z,M6iW17UaKHXavKC3HUqC7L1Aj5MYTGDLihBsKUjn1QKEFS2CBSPB5YCJv8tNer9FGENq4ZoZ2TXqpvkV9wWwpVK,49754.75249739429,49754.75249739429,1,10,10,126.57686055430476,71.4049360053321,7851.0518208590365,7779.646884853704,109.951107865607,7851.0518208590365,7779.646884853704,0.0,2.9103830456733704e-11,True,False,True,True,MEDIUM,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
2PzS5SYYWjUFvzXNFaMmRkpjkxGX6R5v8DnKYtdcpump,OPAL,Opal,intersection,325584530.365324,999928934,AdY23hiXFnaf4pSB8DWNTSHv861vfMc37k654rKMvXYF,all_profit,A,4.41340944424826e-05,0.002275214209651,44130.9580089269,51.5523030072858,132.58698893038,6763.13510847688,51.0090406535149,6630.5481195465,6630.097574523959,0.0,False,False,3,2,1770154105.0,1781543722.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,3,3,2,1,2026-02-03T21:28:25Z,rZhdNsJ7UMzLKEyRZH4wCVVbxD5L6z7LR5QjXUz38hBNbpkm1M9V22eihVf5UCyAZeS1P1m1m4YqZrGdfXfDXQZ,44156.0826824944,44156.0826824944,2,2,2,51.25021174779451,93.08667413077558,4754.630844708898,4661.544170578122,51.077459680525415,4754.630844708898,4661.544170578123,0.0,507186.096385,True,False,True,True,MEDIUM,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
2akXpuyFXAVN5YofZpZMfBp2Vxognpmv9NooBMuHpump,ELON,Elon Coin,intersection,17422153.2051049,999718725,8P3wdYH5o5sHywZSo7BYzvTHAaKg7kCGnM1mC4yPvWWL,all_profit,A,1.39852495220105e-05,0.0045546541595643,13981.3158209512,325.675573567423,470.84,153341.087058486,325.675573567423,152870.247058486,151283.1945398739,0.0,False,False,2,186,1769727746.0,1769733828.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,2,188,188,2,186,2026-01-29T23:02:26Z,XkJNyS8MdmKPtLdFABZHHCidM6fyudJrE2U9ivrYqSaZAbijHVAX4gxxKwbi8zdyZuYv4yo8JdZPUJ4fLms7pvU,13496.890627492372,13496.890627492372,2,187,187,550.0657247860349,469.4942892668108,153569.87835836512,153100.3840690983,327.0963712853433,153569.87835836512,153100.3840690983,1.1525116860866548e-08,0.0,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
2fB8j65DyeiXMG6G9X7Zwfu39P6Jw27RVstKxCfApump,aBTC,Anime Bitcoin,intersection,45442629.3672071,999999700,4PbaHq4QzeGT4vsZ7F14oyLPhoaztaP2T6c85D8gQ2eb,all_profit|sniper_profit,B,7.1380195377671e-06,0.0007517134040667,7138.01739636124,105.311200129028,274.60702920085,2457.35286888338,8.94861604975906,2182.74583968253,203634.34009702023,201453.20075417063,False,False,3,3,1774923459.0,1774929430.0,True,"Direct sell exists; avg sell/avg buy >=25x, but aggregate sold income/total bought cost is below 25x.",ok,1,7,7,4,3,2026-03-31T02:17:39Z,xcq2Q9Cs8dbhU7edtoBPyF8utJKYC9nE8ZUMEoKhhWJN8s29FDj1dXXawCiQ5jJ7zsboFkaegTWojsAH1kkj5BU,10504.22011095602,10504.22011095602,2,3,2,1774.4041619475895,34.33833031201986,2443.2257722965983,2408.8874419845783,71.1515600815735,2436.085504985997,2434.569246578464,0.0,117443002.513957,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
2tXpgu2DLTsPUf9zFmuZmA4xrYxXKBTpVq9wAM7hzs9y,HANTA,Hantavirus,intersection,18070219.8530772,999673705,8SbUUkfGmF4ff9hykYqRfjZEjWh1XXEtr7N274xcQEhS,all_profit,A,9.36500856725231e-06,0.0035393219735189,9361.95281178185,377.93045762876,70.76219177284,26257.7621851101,371.070504280061,26186.9999933373,26185.18825854529,0.0,False,False,1,44,1777838822.0,1779113005.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,37,37,1,36,2026-05-03T20:07:02Z,5At3ap3p5NdbAYYA8HkxEpnZJVzgqKtPGb82P1MTLpw7sGTCYcfXkpxxxEUtnvR5oohXaEY6Mnrj1mzpiJ53PZbA,9363.003628976236,9363.003628976236,1,36,36,1044.004337984961,61.28319975196317,23058.508617924068,22997.225418172104,376.26149925674207,23058.508617924068,22997.225418172107,0.0,1012905.627798001,True,False,True,True,MEDIUM,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
33eum82LaAhtv5YkUq1BdwEviSErH5CnFxqVNLT5pump,WORLDCUP,World Cup Coin,intersection,12406040.3349127,999790979,8eajSdRqXmkjn3b58vxyrPbQo8AWQuTDQzXUwuwzaBZ1,all_profit,A,1.80235068419199e-05,0.0063016833611774,18019.7395504963,349.636916747006,77.1398812098,26971.4228506769,349.643043619963,26894.2829694671,26619.47376420508,0.0,False,True,5,16,1778531907.0,1779885132.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,17,17,1,16,2026-05-11T20:38:27Z,28WLcR6JZmUkeAWJn3ddaqDn3HMrdrTGhtJMdz2Q6XSVGHszMw2xds6AAsinwd4vceHHbiEa18knULhg8ct9vpM3,38027.248858454936,38027.248858454936,1,1,1,120.86680731527736,9.664548537557982,1168.1231258781663,1158.4585773406084,120.86680731527736,1168.1231258781663,1158.4585773406084,4025939.745033,0.0,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
33eum82LaAhtv5YkUq1BdwEviSErH5CnFxqVNLT5pump,WORLDCUP,World Cup Coin,intersection,12406040.3349127,999790979,Fgn7FjXn77RRTG94Hayeja6xxRuKB8zkzcVmFU3Tqo23,all_profit,A,6.28839020425488e-06,0.000206033993923,6287.075798646,32.7641872133843,159.28422697432,6012.8124616532,37.7489508903012,5853.52823467888,22237.069595376848,16519.136501362373,False,True,2,14,1778706147.0,1778706149.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,15,15,1,14,2026-05-11T20:24:07Z,56zD7647hwHa7bd5TXycXn3VTpifo8GTfo7yQEYRn3DKQXzLrCxWfZGWvQYT12SntEufLnQ8eHdabfXWyxXyXXYU,4014.808936579483,4014.808936579483,1,3,1,378.0828234442671,101.6242411861069,305.5242775874555,203.9000364013486,3.0064114036329346,1.121529696659894e-05,1.1185633368384058e-05,3876536.914263999,0.0,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,19230084.581046,999892190,4LcCHiXLydzePUy3zt7HCdw9eFJDL8bWXZFRVcagak8y,all_profit,A,6.14874520668079e-06,0.0001938809512306,6148.08231046006,31.5317914002984,357.45318542824,11271.1392782954,31.5317914002984,10913.6860928672,10908.55674707734,0.0,False,False,2,21,1780799326.0,1780803497.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,23,23,2,21,2026-06-07T02:28:46Z,4VXHbvktJsy8xszPpAme2z7G3FaGtDr5R7XKEcuBxDK6gaxAn85Z12RogCuSLJphDiPyzY9AaTvZRGAJmQM4DmRY,6667.810006850875,6667.810006850875,2,22,2,156.95902052260934,390.4591702036837,11301.021785266334,10910.56261506265,28.942902735185186,6628.890793647403,6586.551403225198,0.0,2.7939677238464355e-09,True,False,True,True,MEDIUM,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,19230084.581046,999892190,6ud7KC9oL224NWAfRFKPH7Rjw6P9JuXQ5HabnaEr9XCW,all_profit,A,1.82397012780537e-05,0.0008838104258054,18237.7348558589,48.4553125258066,70.77716751454,3429.5297716084,48.4553125258066,3358.75260409386,3357.82838422862,0.0,False,False,1,1,1780799370.0,1780802916.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,2,2,1,1,2026-06-07T02:29:30Z,4ggynVx3fwjKi9pi2iCLnt8Mtfaex8yMEferAh2zGnLsFjuABPoj1VDRujzSGjfekktAbMqcjiDaLTxX8BBja9Hy,22003.50785899646,22003.50785899646,1,1,1,40.23781492842773,85.39141367895205,3435.963900090484,3350.572486411532,40.23781492842773,3435.963900090484,3350.572486411532,0.0,0.0,True,False,True,True,MEDIUM,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,19230084.581046,999892190,EkpdJ1HVckTnkD8MZnkgX3yULQmQiB2qUMbvJYPDvgLg,all_profit,A,1.6194460264115e-05,0.0005002066169751,16192.7143393539,30.887513928671,122.06250240665,3770.20724325384,30.887513928671,3648.14474084719,3646.52977083962,0.0,False,False,1,2,1780799366.0,1780802974.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,3,3,1,2,2026-06-07T02:29:26Z,3wS7yfdT6YTxyMoBqCB18Q29NF2PMP9dKGTenYasDTE5zsBQGVGgATk7jZBExChJ75Kttd7dHf468a7tXFwiSkAv,16188.959681866194,16188.959681866194,1,2,1,49.99462528223098,122.0341993761003,3769.016824719553,3646.982625343452,30.88492278384786,3050.5270347130054,2989.509935024947,0.0,0.0,True,False,True,True,MEDIUM,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,intersection,19230084.581046,999892190,HZqQJv9uoz4piVYkvVo7rAewpifYfD2bw56AArr4VNR,all_profit,A,1.36283892488368e-05,0.0009433729496461,13626.9199721919,69.2211627083235,83.7863650869,5799.7896104193,69.2211627083235,5716.0032453324,5714.86072917684,0.0,False,False,1,2,1780799362.0,1780803773.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,3,3,1,2,2026-06-07T02:29:22Z,5GSp3keaGVTNTJ7zZcx34u8uiZiX16qMChzVxpg6v9FDFqjQMePgEjZdeNk7unJZimZXVXDAw1p5ZEEKHJikE3AT,13497.449066838391,13497.449066838391,1,2,2,71.07379945221506,82.9903013713855,5784.344421756711,5701.354120385326,69.69904104663385,5784.344421756711,5701.354120385326,0.0,4.656612873077393e-10,True,False,True,True,MEDIUM,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
3TYgKwkE2Y3rxdw9osLRSpxpXmSC1C1oo19W9KHspump,BULL,Bull,intersection,11277359.0332784,999917189,3a9qSKrFt6EzQ9YKbYVP4TGWriNn4ccvxjjoB3zAoQga,all_profit,A,2.70353560369334e-05,0.0010755369982235,27033.1172120646,39.7826089937278,238.56890419298,9490.5879433868,39.7813284823985,9252.01903919382,9249.95669918588,0.0,False,False,3,7,1776834225.0,,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,9,9,2,7,2026-03-23T15:16:22Z,5hJaMgQsr8Q18kYXcExxgiVaUJTfbngrswgvXPP3v6JSRcJQPVhsBNETD1KRbUeBbdjMob8pREZFpZtgfuVazAdd,41636.02706560824,41636.02706560824,1,1,1,25.72588947662829,1.8737452020300012,48.203761974786346,46.330016772756345,25.72588947662828,48.203761974786346,46.330016772756345,8779046.74555,284.035031,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
3xQPNZ3RrBvGrrgZEqaKFueeQ8FBpFKPTFe8bwVkpump,CrypTox,CryptoX,intersection,10825172.7197427,999994062,5p9WLhi7NEs2w1NfrhLqLbUcmUTxJe6JykR3B9zwg9A9,all_profit,B,1.28092918863549e-05,0.0014510666586755,12809.2158247797,113.282347810444,982.54954477609,1183.36597579188,1.20438300753735,200.81643101579,396553.7426545554,396357.7407961313,False,False,10,3,1770544520.0,1770568728.0,True,"Direct sell exists; avg sell/avg buy >=25x, but aggregate sold income/total bought cost is below 25x.",ok,1,14,14,11,3,2026-02-08T09:55:20Z,2bUu2HN6nSdYMYE5DbJ8Vw5rAKGysFFdZ3xN7j1DjAMp4YQew48DBJFpJo7VjDPmkkmZ8gL3cD3NvRZCZUTqnzP6,12111.43100908862,12111.43100908862,2,3,2,634.3384752596306,9.877106881378968,1192.7909402736732,1182.9138333922942,120.76319053734332,1187.555804447523,1185.1851853080689,0.0,167189324.165382,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
4aWgifrcupQGzjuWzq8bEcS5yZFj92PW3TBN4CSVpump,clawpump,clawpump,intersection,10246452.1829826,999991332,HS7WBqRw8EfZkww3pduTvPesJNqLPEsZtyasoUc6zoZd,all_profit,B,1.66114545504343e-05,0.001098269329769,16611.3105623463,66.115181330726,1146.43630564964,2294.32137826383,2.00126371343738,1147.88507261419,142861.2655866115,141720.3995002099,False,False,17,3,1770089972.0,1770119872.0,True,"Direct sell exists; avg sell/avg buy >=25x, but aggregate sold income/total bought cost is below 25x.",ok,1,21,21,18,3,2026-02-03T03:39:32Z,2MhNCSc7uRjDPkU24hWebhq7No1bCLxSJhVRc1gERogodfsjL6JBmRtT1YLGBrg5P2TAqAJEx9csZAyxJUPaAoKC,13170.936194626467,13170.936194626467,2,3,2,314.37364599282927,27.51476491149329,2287.37888147226,2259.864116560767,83.13277939426591,2263.145841835702,2253.833673211119,0.0,153244665.35344702,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
4ko5tSr5o3H4v1sFtjTSd9MPUW7yx5AFCpkNPoL6pump,febu,febu,moralis_only,10342741.7690726,994196811,FBWUTiZbhVGJfcTJxZugu8yq7CQcZWnc1i1NZK8fgbXG,sniper_profit,A,2.60971995732981e-06,0.0001810455419907,2594.57525918036,69.3735515499538,78.71887222558,5425.08188224418,68.9171697823343,5346.3630100186,5344.381040617049,0.0,False,False,1,8,1783548120.0,1783564831.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,6,6,1,5,2026-07-08T22:02:00Z,4uuGmvHbH3ULrFXc7NZ1y3sBStc4jmcJ3iaj6xyStxi1EoqxRdBteB1kPMoQJYptRfJQXiWXoR8e1pQzNgoHUiqi,2593.5162537316173,2593.5162537316173,1,5,4,284.7242997279185,67.643549742538,3892.2532691954057,3824.609719452868,57.54064184996108,3816.309604240445,3788.009425608474,0.0,4233290.124819998,True,False,True,True,MEDIUM,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
57gXi7ZmsgkoXiPeg7CAN5oLmKBem8XWJknJUpHypump,CAMA,OFFICIAL CAMAVINGA TOKEN,intersection,461931374.546961,999988623,4DPu5AhRHHQoRCHogzH7dN1nvRDwR8p5qUWgSWLf9zW2,all_profit,B,1.24162939372512e-05,0.0005498230952065,12416.152677075,44.2823839372075,5927.51748388352,792.45780513766,0.13369134840889,-5135.05967874586,25571988.63814276,25577197.92462358,False,False,1,6,1772994686.0,1772998478.0,True,"Direct sell exists; avg sell/avg buy >=25x, but aggregate sold income/total bought cost is below 25x.",ok,1,7,7,1,6,2026-03-08T18:31:26Z,3jEgprB433K6QXLGxPpq2vhvbswpB4w4KuJymtoxXjBEvmmasyBthLXXE9f9JDB5nJvA9Zh3Lv15KptgKzWm9Qe9,11081.293003919158,11081.293003919158,1,6,2,6841.6271552171775,15.971604532996478,806.9772620836623,791.0056575506658,50.52574776795221,804.2018432275681,804.0244126139336,0.0,475956993.2441281,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
59nzDoRyJ1QcLcFYFs4GVdeZ4qUEb16T2KNuHPWMpump,UNTIL,Until,intersection,22333735.8310145,997096663,CiFx62aqk1LGig35cf7F36qfFeKgJnYNooeXjw3mxQzs,all_profit,A,9.20405712712976e-06,0.0012725879990002,9177.33464752245,138.263809255291,149.25367044394,11737.2838461725,78.6398338564213,11588.0301757286,48907.84800972859,37357.0902232779,False,False,5,33,1768318704.0,1774176009.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,34,34,5,29,2026-01-13T15:38:24Z,5ogMXYtvUsV3K7NhSWcPab6Xiygwb3qi2qdqTGbjTDbvr8BHw7g8ihLNGcVurGPT3MiEPFXLfMjMua8nrhKPaEuc,7008.574000960934,7008.574000960934,5,30,30,1818.3070609549256,62.65782715955223,11100.38624869035,11037.7284215308,177.15881242457175,11100.38624869035,11037.728421530795,0.0,7528712.531800999,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
59nzDoRyJ1QcLcFYFs4GVdeZ4qUEb16T2KNuHPWMpump,UNTIL,Until,intersection,22333735.8310145,997096663,HeQkm8EAHM64zY9a75XULRT6rCRiQC3sAo3DeMBNYyFH,all_profit,A,1.09227198552109e-05,0.0004991884607566,10891.0075185146,45.7018460029882,196.69749298789,8955.84913234437,45.5310792034129,8759.15163935648,8851.103029691332,100.75744873156324,False,False,12,67,1768318797.0,1769535090.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,42,42,12,30,2026-01-13T15:39:57Z,3zb1AHxJ4DGNqZbWEyiCgEKBcaDpPGp4JDbMJvzvRpfhrzFHaUXVkq43tGWs1UnR4w4MXgdsB6QUm2yG7P98TqnM,7643.247355606876,7643.247355606876,12,39,28,225.1918029486433,168.4022874029619,6125.594832235049,5957.192544832087,36.37477214057908,4095.2855381198215,4044.627421651061,0.0,2141202.958436,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
6AVAUKa9uxQpruHZUinFECpXEh1usRVtzQWK8N2wpump,SCAM,Scam Altman,intersection,20083068.7711878,999834603,DMnX6kJe2ajEYdpJe3tMX5aVQDtQR7Gf38S2tnqfoV2L,all_profit,A,1.28333222325599e-05,0.0005832476374721,12831.1996395626,45.447907167198,309.24934971913,14054.7357375514,45.447907167198,13745.4863878322,13738.9009390557,0.0,False,False,13,76,1777307135.0,1777411498.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,86,86,10,76,2026-04-27T16:23:04Z,2jGgmX7hekjFNpKsiTJay6jvfym9LzadyCxHAbt84YuagFqRnevnXmoCuaE9DcXFsvfSc5cQnKpnXxHRE45t7iBg,10671.089526819129,6811.359769123743,10,75,57,426.1852342271019,272.5552635098602,10461.869273045062,10189.314009535205,38.38439639110688,9691.330613135196,9625.842712426364,733309.4229880004,0.0,True,True,False,True,HIGH,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
6M8sWsmxTdRaX8sMeHXKDrRe3sbAaGC3KyMgwvTSWfju,Tsuncoin,Tsundere Coin,intersection,326660058.317653,999024275,5CDYEbtEsg9wZpmRs5j7P4WXy4FS9AU1EKbqFS8wqTth,all_profit|sniper_profit,A,3.00106244175212e-06,0.0001584238721415,2998.13423010114,52.7892622084287,81.18,4285.43230608024,52.7892622084287,4204.25230608024,4203.20156660056,0.0,False,False,1,18,1771453692.0,1771453849.0,True,Direct sell exists; avg sell/avg buy >=25x and total sold income/total bought cost >=25x.,ok,1,19,19,1,18,2026-02-18T22:28:12Z,5Z5yU7qzg8FPw7zkviPYxrfAgezjTMvxxKjRbTpN3xQhT5WZmMjktKMSceUzAeQQYiD7mh4Qia6Qe3adZ7ictdta,3176.778567055811,3176.778567055811,1,18,18,56.126974334651,86.01712407816066,4322.685598481015,4236.6684744028535,50.253779637565486,4322.685598481015,4236.668474402854,0.0,0.0,True,False,True,True,MEDIUM,"FIFO allocation from an actual buy lot below $50,000 to an actual sale at >= 25x; internal transfers are not sales"
