token_mint,token_symbol,token_name,token_supply_used,wallet,tier,api_status,strict_direct_swap_pass,strict_clean_pass,transfer_contamination_signal,cluster_trace_priority,minimum_actual_buy_market_cap_usd,max_realized_lot_multiple,passing_allocations_realized_profit_usd,history_transfer_out_income_usd,transfer_in
9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,Fartcoin ,Fartcoin ,999974944,62YaAGDBDSDpTnPN7MsmXKdYNa9az5Frio6AZ4R3EsEj,A,ok,True,False,True,HIGH,11085.208840512789,22741.22561998843,796557.2525909668,0.0,False
9FssA1B7EhdWCt7rT4RtovYbWdKg3gog1wpXWuqHpump,PTROLL,PTROLL,999946893,EdKoZLLiiqW4YihX6i6P5NoWsvs9q3ougJ1NqMeKv5fC,A,ok,False,False,False,HIGH,209350.10124974028,,0.0,0.0,False
9GvG3vfbewcP1xnwTYS8sKe6V12JBg8SG2waVExxpump,POPE,Catholics Principles Index,999995059,BSp4f598uG9MSk2Xjz5eriU42CUkUYpsY4WpDvZWqHSC,B,ok,False,False,True,HIGH,11870299.465258216,,0.0,262225.8933169768,False
9HkvDxrZ9zXhecCJMLMeW4J43feUQZ96f7QEj6uUpump,wcd,what the cz doing?,996041783,2wHHnAmdhFaAAsayWAeqKe3snK3KkbRQkRgLwTtz7iCi,A,ok,True,True,False,MEDIUM,7170.987056036571,83.15205306396066,31445.33081277761,0.0,False
9HkvDxrZ9zXhecCJMLMeW4J43feUQZ96f7QEj6uUpump,wcd,what the cz doing?,996041783,8vufgWCQSP1iJoAxyMeogahnzzEcioo6T8eMRWkHcYuT,A,ok,True,False,True,HIGH,14928.074354390785,1916.6044939890955,371187.0178574246,0.0,False
9HkvDxrZ9zXhecCJMLMeW4J43feUQZ96f7QEj6uUpump,wcd,what the cz doing?,996041783,FmxjNGimRGPAV4DYPjZW2mLjm9KH97YXE8beri17TPMc,A,ok,True,True,False,MEDIUM,14412.940905756484,1686.818829180624,177019.47286353324,0.0,False
9S8edqWxoWz5LYLnxWUmWBJnePg35WfdYQp7HQkUpump,Goyim,Goyim,999889853,CC51H9VBjJ3Vx56YBoh8C8xZkcs85JFFhs7AD4JsUFtb,A,ok,False,False,True,HIGH,,,0.0,0.0,False
9jFP3WdkXMsfjQZx5af94Y5scQVVqKbsNNHmGisxpump,Bear,The Bear,999807754,2WTfeKTW47SEbJMxweafiQpR9vCnNijNS2htdKZUqLjp,B,ok,False,False,True,HIGH,71265.26186930129,,0.0,2461501.499985773,False
9xPgacWhzeRS2FjQeGjVwkY17P5j6fCz8ebbxhw6pump,CEREAL GUY,CEREAL GUY,999959954,FhJmXXqpvNKe8StgkULMafzCRiZhdh1YuReeEHBECFmS,A,ok,False,False,False,HIGH,135483.2365465285,,0.0,0.0,False
9y4nMHKQCMgjHE1UU1pbhykRXG5Xp75Y6B4MxdZapump,MELON,MELON MUSK,963047558,A2P3fshPYUgCd2h1Zp8hZC6FgWdY7JMMsejc4yKVpzje,A,ok,False,False,True,HIGH,,,0.0,0.0,False
A211pJ1J7CkXaYDQMWzFGqVrc8UK8A8fMoALq9dspump,TRUMP2,trump2,999957777,7zH2dAhZ2JJy7BF2xN6zFFYgVayL1Hidk9MT6CZyU6CK,B,ok,True,False,True,HIGH,11418.855736235062,819.1875229093329,18728.588383814826,3669086.548149082,False
A6yFHVGbZpAomgmKTA3vRqvo5HR5ixrzHCtihww8pump,AUREX,AUREX CASH,999998801,2WTfeKTW47SEbJMxweafiQpR9vCnNijNS2htdKZUqLjp,B,ok,True,False,True,HIGH,12069.358259535094,462.6808045114655,2135.3972152837464,20748576.24434284,False
AHT1bswcRGDhYjRhDHUwGdmhPgvftxr3yPDdqv9opump,Moltius,Moltius Maximus,999927324,Dr4Rwx8iADYJkpjQz64pEU5bzN3D2rDjUaHG8hVBhNE7,B,ok,True,False,True,HIGH,19613.714153102945,432.5191388258284,632.2625245255161,2346458.8197855847,False
AWSh5PLiH83Zj5es7PTcZT477EmFH85yCZe51Dt6pump,EGGTAPE,eggtape,999684831,6wFo2C6tV6DiVUqkwjj5WHpLtFQeA2mmJGxn1K8MiD78,A,ok,False,False,True,HIGH,2070124.0274197264,,0.0,159438.41741795224,False
AkZfKts6aUBw4cAKCmsDQWp8njyQ86134GF41MJYpump,Bidan,Biden Clone,999982414,2bccNr2EgDPSA9V7pcfSA4eSwacRcGsBXWGe1GUitTjf,B,ok,False,False,True,HIGH,77897.50721536053,,0.0,3756096.3357115192,False
B1r3rUWgk2DmaxTTzpmYapum9E6nTAUNkRu9Rkwpump,WHITEHOUSE,The White House Coin,999387535,7AFxLU4fvvJRXD3Qhg6i44EZSkjBX449p7rx5zDwmTo6,A,ok,False,False,False,HIGH,17945.90067280655,20.5438948446328,0.0,0.0,False
BCdwQBAn8dYB5YjTsoB6TdHAWokxv28k2oZUodERpump,MANIFEST,Manifesting,899998991,F42PGVV9Wms3dVbgfaJMZHgQ2v8jQg7bkZrxP7XcuD91,B,ok,True,False,True,HIGH,6081.4673687693175,2507.498933954524,7150.54029081956,67603.30067292976,False
BFiGUxnidogqcZAPVPDZRCfhx3nXnFLYqpQUaUGpump,SPIKE,SPIKE ,999967888,9wUxp26YeoiT1AxL6sfCjow1Z4EcLsSJD3xkMs3bgUeP,A,ok,False,False,True,HIGH,,,0.0,0.0,False
BFiGUxnidogqcZAPVPDZRCfhx3nXnFLYqpQUaUGpump,SPIKE,SPIKE ,999967888,FdKmnZF3osMNj7VisxJiKZNx5cMCX6tv47d2ChWnenPG,A,ok,False,False,True,HIGH,,,0.0,0.0,False
BcHEaaTCvycPwwsJ9yQTXdHP9X2gCLkznDbZ8VySpump,Jotchua,Jotchua,999868392,9HYn9R7MzokKcwJPLy6iH91DNrssuFTTef6fhiDzhLrG,A,ok,False,False,True,HIGH,,,0.0,1409.774786057468,False
BhFhSiozXfoRCxq2DsCH55QaJ4kyY4ia3epfSPFEpump,JaneStreet,Jane Street,999951517,BKRu7LmcpstcYmYLc1T5RYAmuxgii3VPZwHDwdCxCJKD,B,ok,False,False,True,HIGH,,,0.0,0.0,False
BrzfyNWGGyqbsVMoegc3fbd9V2Gvwm56HZM1e9cVpump,ClawHUB,ClawHub,999518125,jsQMRyS6SzTN8nmPjMNBTfEVLuC5eD3v9WpbooyfVNX,B,ok,False,False,True,HIGH,,,0.0,308775.6872837632,False
CCgH8T82ABC7Krg4bR4Jj2yotiDQdzk3yg6GLLUApump,LOLO,Elote,998579963,4yeyZC2zzaFBikzxpNBSMThYg9WYoXkPJNBXZGMFqHt,C,ok,False,False,True,HIGH,,,0.0,0.0,True
CGEDT9QZDvvH5GmVkWJH2BXiMJqMJySC9ihWyr7Spump,BURNIE,Burnie Senders,969660931,6UYiLRjG8hTLQVxCzqb4rKP2nJSVuB4b53Fqf8TghToE,A,ok,True,True,False,MEDIUM,5379.7745516653695,1021.6406514591928,39496.31823115576,0.0,False
CcLd8HTAKLWtQHatqPwBQjtuCA72FNB9E1ckRTEzpump,ALTSZN,ALTSEASON,999965458,3JKpdkL1hSK8PpVmKWLX7G2H7LGsUwe9Csts1PRcgYtD,B,ok,False,False,True,HIGH,,,0.0,17777.607530005276,False
CcLd8HTAKLWtQHatqPwBQjtuCA72FNB9E1ckRTEzpump,ALTSZN,ALTSEASON,999965458,7ALcq5pbETMbjP7kjZZE1epYRbnh9NhgMxtCEKvL6MTM,A,ok,False,False,True,HIGH,10110.038328836838,9.904955592701857,0.0,0.0,False
CcLd8HTAKLWtQHatqPwBQjtuCA72FNB9E1ckRTEzpump,ALTSZN,ALTSEASON,999965458,8aU9nwXzKr3QdaRRqrFGGHKJvfFqGtDHvy7Eeb5s1tKy,A,ok,False,False,True,HIGH,,,0.0,0.0,False
CcLd8HTAKLWtQHatqPwBQjtuCA72FNB9E1ckRTEzpump,ALTSZN,ALTSEASON,999965458,DUzDABpaSaxP5RFERNACZWAvygTSZvDXCT1ffG52sMma,A,ok,False,False,True,HIGH,,,0.0,1799.1336,False
CcLd8HTAKLWtQHatqPwBQjtuCA72FNB9E1ckRTEzpump,ALTSZN,ALTSEASON,999965458,GWqPcrPUARPBf9XVppH9qdn5ECa7oFanyC1UFhSpDWnk,B,ok,False,False,True,HIGH,,,0.0,12979.155146220037,False
CixGc8St4fdtRJPLirH5dnwAnjY8SxxfmPPQdjuUpump,TRUMP2,American Dominance,999997327,66wniJpXzCF3DT4R9nuHWpdwNwLNUeTN1jLJLNkzCFJf,B,ok,False,False,True,HIGH,,,0.0,0.0,False
Cm6fNnMk7NfzStP9CZpsQA2v3jjzbcYGAxdJySmHpump,Buttcoin,Buttcoin,999944888,CkQATSW1KXFc3tPWpmo42kSUTeHrPuEhoi8NsqFLQNMT,A,ok,False,False,True,HIGH,,,0.0,0.0,False
CqEQBrm77irTktBqr8uB2k3DM72YwtX2jix7C4SLpump,XMN,X Money,999993705,HRhricGzepcgKw8xfYZN6c4ArQSPXu9NSbWsrQCsLzAa,B,ok,True,False,True,HIGH,9690.39591047874,31.44011682141885,318.8821440743497,913400.2131758956,False
CzDdjj21JDkYJ7ESyFYMXNjnpvy7qJrxpzAVEqNepump,DAIDAI26,World Cup 2026 Official Song,999811930,FoymktLXqZKK8JuDCQaLBn79uVVEZUzubJ8yAdzGt9Zm,A,ok,False,False,True,HIGH,,,0.0,0.0,False
DM4ah6fDXXtLGaBBxUBK6G5CZkkaHSkT6tEc96DFpump,Lobby ,Lobbie ,1930224955,3u6gPy3bB8U2CwardD1YrkkhuSmDw1D7dxgr8wERYPW7,B,ok,False,False,True,HIGH,,,0.0,110588.7854482014,False
DM4ah6fDXXtLGaBBxUBK6G5CZkkaHSkT6tEc96DFpump,Lobby ,Lobbie ,1930224955,6u44yrA4HE9rxp5X8z1FDEtFqmHmSp5jo6bYw1dPbb1Z,B,ok,False,False,True,HIGH,,,0.0,207829.74225,True
DM4ah6fDXXtLGaBBxUBK6G5CZkkaHSkT6tEc96DFpump,Lobby ,Lobbie ,1930224955,ArgL9co9vUN7i7j7ZLZY6R8wQEKRD1ENLk5QJu2p9JrS,B,ok,False,False,True,HIGH,,,0.0,0.0,False
DM4ah6fDXXtLGaBBxUBK6G5CZkkaHSkT6tEc96DFpump,Lobby ,Lobbie ,1930224955,D8PzEvDMvaJD5JvHcEJwYK7bmMj4BN8a36YVk5UjiT5i,B,ok,False,False,True,HIGH,,,0.0,0.0,False
DMYNp65mub3i7LRpBdB66CgBAceLcQnv4gsWeCi6pump,丙午,bǐngwǔ,999447500,2QsJn2rGoErjU2hWSutvRyjuEqgx25vc3PmgvywhK3gq,A,ok,True,True,False,MEDIUM,9469.303079255844,55.79881489174353,5566.571566614456,0.0,False
DMYNp65mub3i7LRpBdB66CgBAceLcQnv4gsWeCi6pump,丙午,bǐngwǔ,999447500,A4xMZyG9WiuxpsfQrtmzJRcsWfDjyjsqjj5VupHe4Mpf,A,ok,True,False,True,HIGH,6268.225383947648,119.5583216402399,8449.219996167698,4028.3604,False
DMYNp65mub3i7LRpBdB66CgBAceLcQnv4gsWeCi6pump,丙午,bǐngwǔ,999447500,D3TSSFT1w9ww6gPK7Rri48fEPU9CT3kfgohW1utuFs1g,B,ok,True,False,True,HIGH,8850.303548134718,140.33019497868443,1398.0829184295235,10167.09771220526,False
DMYNp65mub3i7LRpBdB66CgBAceLcQnv4gsWeCi6pump,丙午,bǐngwǔ,999447500,xRssxdqYMgBZ2VZN5brMnWEWecracNUJyNuv1g4dCtq,A,ok,True,False,True,HIGH,15172.465391451022,28.185044339446197,2780.469911089257,0.0,False
DdPrHYqM8Ueovnk9kAnAgoGhswkuaTqmxcoZzU3Zpump,manlet,manlet,998926778,5sgbMA8curuwwEddtfnpLHuE7HpR19LFhwfxtHkUp5Lh,A,ok,False,False,True,HIGH,,,0.0,16335.986710200455,False
DpxKNEi3XVeRByaGqYKvz2w6E2PhPgBAqdayLcQEpump,SOS,Strategic Oil Supply,999988117,FwFYseRdCre41GNJDQFvyvypzWFKq5P9TfwxBoNRr1eD,A,ok,True,True,False,MEDIUM,4191.210487973942,58.87022277298793,926.0127404812202,0.0,False
DtHTTtiE4Aex3BzLZLi3og1bgMgvh6G1X7mKcykVpump,LIONTRUMP,The Lion Trump,999822470,HYT9g7yyBMSjRhjpmBzYm2jTmEJRy27JWdGrFmkxADef,B,ok,True,False,True,HIGH,25243.36919593661,290.71693130977985,4399.988913743998,885638.326164352,False
EKwF2HD6X4rHHr4322EJeK9QBGkqhpHZQSanSUmWkecG,BigTrout,The Big Trout,990988225,46XAZ8SAPEvKD3YPCe9KQpCrkP19KW6AdfktoZet2dtF,A,ok,True,True,False,MEDIUM,29065.00689883041,112.61146087899547,19666.657023316067,0.0,False
EKwF2HD6X4rHHr4322EJeK9QBGkqhpHZQSanSUmWkecG,BigTrout,The Big Trout,990988225,7WpUUSnZ9BkfLv5XJ2CHVU4uuPrnxC9tH5tDP8gbSxRF,A,ok,False,False,True,HIGH,,,0.0,0.0,False
EMMiGudXs9cHBixn6PDohLo4vNvVhXwTfoBnApanpump,TRUMP2,trump2,999953624,3zh6JoiN3wgpGbSHRqFjevjfd2P4mj9daYE5Ssfe3YAo,B,ok,False,False,True,HIGH,2514726.531479702,,0.0,346455.1288324573,False
EXRZszRg5abT7TXvJ1YpVz6znoBkZ9f8EjkxZixpump,AIRDROP,Where is the airdrop?,999992371,yHCxHBEaJW5tbndqC8JciSThr7U1cqLpdcsvHcx6PRe,B,ok,False,False,True,HIGH,,,0.0,5751706.863877154,False
EmcxFTNVDqyLHp11NvwvLZ4D7LKGbG9i7B8RF7dwpump,ZERO,c0mpute,980678397,6z8f9oPFhxCesv3GPxBXFux1hAoaPVaj7w4VHtdiEPZo,A,ok,False,False,True,HIGH,,,0.0,0.0,False
F1ppSHedBsGGwEKH78JVgoqr4xkQHswtsGGLpgM7bCP2,ASTEROID,ASTEROID,999632256,BpPaUatonuqTKAjenZcPYLaeFxMtXmkPMjjawkMR12fR,A,ok,True,False,True,HIGH,5794.749479060572,55.525826532628095,14289.520503949268,0.0,False
F1ppSHedBsGGwEKH78JVgoqr4xkQHswtsGGLpgM7bCP2,ASTEROID,ASTEROID,999632256,J2LvLrGXWdPe5xmgmmdPP2mWPrbpfiVSMmZPEEsfY1E1,A,ok,False,False,True,HIGH,,,0.0,0.0,False
FVbMi3DznQjAGUUUsg3pkKmDcVT6rvq7UwbajKnWpump,EGGDOG,eggdog,999976785,Dr4Rwx8iADYJkpjQz64pEU5bzN3D2rDjUaHG8hVBhNE7,B,ok,True,False,True,HIGH,21374.65036035004,833.5571383777142,23695.5473346024,757385.6947454211,False
FoePfchN3A6LeJ2jvN8uVe4No9pK7zHYhhgD3Qidpump,SPCTROLL,SPACE TROLL,999646057,69LT3F47UBBPhbZcYDUAXSfP6JcdomauDbRqJKU4sGYd,A,ok,False,False,True,HIGH,,,0.0,0.0,False
GB1o16CBhZHJopR24fdzVYhDpCmwtx34tprsFwFmpump,TRUMP47,Too Much Winning,999579772,BVabVxQnsHCEWiapqMUFdatKmPQ6C2buvQ5xbbcBbokP,B,ok,False,False,True,HIGH,,,0.0,0.0,False
Ge87EtsjwRQbHaqQmKRno69RFTwh9bfSsm99XNxTpump,Jimothy,Jimothy The Raccoon,999953543,6TeHeCQvGaRUTBdsG7hzDJPu3ZasMnX9FACoXX6mrw3y,A,ok,False,False,True,HIGH,,,0.0,0.0,False
Ge87EtsjwRQbHaqQmKRno69RFTwh9bfSsm99XNxTpump,Jimothy,Jimothy The Raccoon,999953543,EaYBEQW348HpXGyJm21i8J9pUubAFPJy7t23qLAuTne8,A,ok,False,False,True,HIGH,,,0.0,0.0,False
GnFMf6JVRhAqPbA9r8yW16xycynKNkXfbaYbusLEpump,ZReaL,Z李REAL SUPER COIN,660071456,AG2GXkD6ajUtmJVYuxSLTJEskdZK1UVRS4dpYy5iphqk,A,ok,True,False,True,HIGH,2711.507437737248,1590.3553857908182,16516.681438034317,373491.95511386695,False
GnFMf6JVRhAqPbA9r8yW16xycynKNkXfbaYbusLEpump,ZReaL,Z李REAL SUPER COIN,660071456,S6ApY4q8WoBBQLkHCZzZ9vwqsuJJQXM8c83TGUDTP4X,A,ok,True,False,True,HIGH,33178.09596549868,571.5684625949565,63739.96546215428,0.0,False
HGxYWHhDNGFh7FpoJTuwgNuB7VAHtpeBVBo1u73Tpump,mexicanunc,mexican unc,999863963,6TU85H16RSn6R4z9osxKtaeK5NthADvSczgnV7r1mBku,A,ok,True,False,True,HIGH,8714.818141181591,436.7131165590888,20415.60489089401,0.0,False
HGxYWHhDNGFh7FpoJTuwgNuB7VAHtpeBVBo1u73Tpump,mexicanunc,mexican unc,999863963,9rcihuzwaVeRqScDRURFGz2qWE6TxCKLpNcrbjeTyh7y,A,ok,True,True,False,MEDIUM,10295.201384450673,1337.200436046293,64870.91146103298,0.0,False
HGxYWHhDNGFh7FpoJTuwgNuB7VAHtpeBVBo1u73Tpump,mexicanunc,mexican unc,999863963,CQNpmxVXMAZrWaHSxdfiuD9gkdHedyqQtoH98FCAqjhM,A,ok,True,False,True,HIGH,8126.0545431613555,1703.1760694464072,86272.3260374624,0.0,False
HGxYWHhDNGFh7FpoJTuwgNuB7VAHtpeBVBo1u73Tpump,mexicanunc,mexican unc,999863963,Jrd4aTsWXgvmDegn7nC7SA6md94ccvF6Z7NTCU4XffS,A,ok,True,False,True,HIGH,8685.34163581452,1593.3506928934662,69050.24378076705,0.0,False
HkBWJJiaUW5Kod4HpHWZiGD9PQVipmMiPDgiRPcNpump,crust,Crustafarianism,999897746,38tAutsiZWaJ8MsMJVgKCx4U5LHwZM2g6StmQpKLRqz6,A,ok,True,True,False,MEDIUM,6772.80304055503,302.22995488300563,13796.112917580482,0.0,False
HkBWJJiaUW5Kod4HpHWZiGD9PQVipmMiPDgiRPcNpump,crust,Crustafarianism,999897746,GCYsEVEdoWzxNmunTESPofRDmchVCSpd9dyC85iXHQam,A,ok,True,True,False,MEDIUM,17096.39184429524,109.81427857678096,6260.299841310805,0.0,False
HrFjQfrfBzWc2MGaZqCyRZyarxoNZvanYnXKJMxQpump,KURO,Kuro Inu,998785033,83cBVuAUhkPm5G9AU1mKQ1ryD9uCWTNXQuohZWuzSpZF,A,ok,True,False,True,HIGH,3630.161462177282,61.45845990418282,932.0154937212208,0.0,False
HrkUao5JcWxQ6888vymJT23VzR8mUaedvEMMKmpZpump,CHIMERICA,Chimerica,999962288,SrqfHCMBB1YEfSwfg7M3BmGVQFcbZD64QAt4vMXjna2,A,ok,False,False,True,HIGH,,,0.0,0.0,False
HxYvKPgKLCHT7ZLVZrjJNTW91wVSQFmwyjnm2Psdpump,TRUMP2,trump2,999739605,BSp4f598uG9MSk2Xjz5eriU42CUkUYpsY4WpDvZWqHSC,B,ok,False,False,True,HIGH,1676212.975121424,,0.0,114602.68220162053,False
NV2RYH954cTJ3ckFUpvfqaQXU4ARqqDH3562nFSpump,Punch,パンチ,999820600,EfEAJHy2G8akWqgc8Cn6bYQAA49S71mW1T8TgoKSSFUQ,A,ok,True,False,True,HIGH,4628.548756503475,92.65051421149728,2842.712842140614,0.0,True
Tqj8yFmagrg7oorpQkVGYR52r96RFTamvWfth9bpump,KINS,Kintara,992843532,49UUeTE5f7n5RYW69BHHKYY9hMu1WiSHNt6eJkEqbske,B,ok,True,False,True,HIGH,2671.663333243845,5825.987850317499,485.912013923266,162644.66615736322,False
Tqj8yFmagrg7oorpQkVGYR52r96RFTamvWfth9bpump,KINS,Kintara,992843532,C48gn6Ro5tb1uCWA6ocCfsVaRjis1GZyDAkA71EMf7yY,A,ok,False,False,True,HIGH,,,0.0,36.864167,False
Tqj8yFmagrg7oorpQkVGYR52r96RFTamvWfth9bpump,KINS,Kintara,992843532,Erj4Mo1XE7GWQPyp6uz8BBtVqNacmF2q5cZKqC3wWD7e,A,ok,False,False,True,HIGH,,,0.0,9769.693250419748,False
XGbMLzy8r7iJN96huatiyv3VtJ3o1VYjpVzSz7Zpump,CR7,CR7,999996825,8oudaAHocLKvtq416cG989BD43GrPPwzDpUjQXidWs3Z,A,ok,False,False,False,HIGH,,,0.0,0.0,False
Y47Svo5kZJxdEgTvCwM2LDv8twbQHTKtfLr3CJyLFy9,FrameMog,Frame Mogged,998400459,59xWG7MV4MRihvZ9VFMGRYwXER7xYoDLLfT5gUmz2fve,A,ok,True,False,True,HIGH,3508.135970236995,140.58442714328376,3643.128883195623,0.0,False
Y47Svo5kZJxdEgTvCwM2LDv8twbQHTKtfLr3CJyLFy9,FrameMog,Frame Mogged,998400459,BxYEWEzc327t4dEiQuUhYoqKKLCSDyx4At6M5Ze6Wa92,A,ok,True,False,True,HIGH,3050.91280922817,121.92775753964068,3544.1863137993296,0.0,False
fH1YDRu48pBwedxhNxTRSLsriqx3ysUntRbKMtkpump,ALIENJAK,Alienjak,988043307,4cuaRAqrwnP3Ay1HMYyjC8ziuKy1EEAWfii2RAba6WNb,A,ok,True,True,False,MEDIUM,15038.523347640665,81.61842680950608,16249.520913424769,0.0,False
fH1YDRu48pBwedxhNxTRSLsriqx3ysUntRbKMtkpump,ALIENJAK,Alienjak,988043307,EckebZWU6mqCG6arUDw111vJqarwM4PGQNd8N32Wqxgh,A,ok,True,False,True,HIGH,11123.465825376525,219.0082427633064,42864.65016289777,0.0,False
iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,999907217,5iFfTSQoq4mX6atbE7L6TVjvsczzppbsVqG6SCPqMMkt,A,ok,True,True,False,MEDIUM,10760.55314595865,577.5794998314292,8871.227436230103,0.0,False
iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,999907217,8CuELdfonTwGA2aQ1FvUbTJ4wyocDVAPAmFuC8rwMBui,A,ok,True,False,True,HIGH,36708.00324107432,177.47115865261637,13166.74276369772,0.0,False
iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,999907217,AgXJrv7yPR9bGeKSDBHEPbSQ7CRbqxgCJybK1DX8hhGU,A,ok,True,True,False,MEDIUM,45177.42944264167,147.05274864492242,9899.725672829763,0.0,False
iNKezFtQnxqjX8JMrez3pT6VaV8VwhA1SZXTbbzpump,nees,NotInEmploymentEducationSmith,999907217,EvSL2HptGuALe5z4ZaCS6mXE7ss4vZjxF5ZNkQDSFvR7,A,ok,True,False,True,HIGH,11691.322764207713,636.1135618800853,33412.57846439008,0.0,False
kLqMvUm1p4pRbxU4r8kWCTVAuWMJLtcTJqGb4b5pump,BRENT,Brent Crude,998870160,BkRBCrip95wVQ9hhuYRWfMJznT5L1WrEtyxqNx6TXx7n,A,ok,False,False,True,HIGH,,,0.0,0.0,False
zoMcbFWnpzcx3xzGrSzstbV1cyXGfxVGPjyTuhUpump,OBEY,Obey Alliance,999985287,Dr4Rwx8iADYJkpjQz64pEU5bzN3D2rDjUaHG8hVBhNE7,B,ok,False,False,True,HIGH,61144.09171920733,,0.0,1564870.7081729935,False
2R2Z8F9zjMy8c3uo3EYASvt19kfLrZpWSG8yQeMXpump,Trump,The Peace President,999992364,6eJeuHJD7cScnuGZNAuZZTrLPHWpSXV5QwKWsw3syoVS,B,ok,False,False,True,HIGH,,,0.0,208099.9908572392,False
2akXpuyFXAVN5YofZpZMfBp2Vxognpmv9NooBMuHpump,ELON,Elon Coin,999718725,8nxfi8VY6cT7mD4VBEJoLg1kFzRg2gQPv3oGbVLxv7Wx,A,ok,True,False,True,HIGH,17437.952664304656,498.8791794983719,132549.2317995307,0.0,False
2tXpgu2DLTsPUf9zFmuZmA4xrYxXKBTpVq9wAM7hzs9y,HANTA,Hantavirus,999673705,2Sjoj1Ki6Uk7QGXWsJNgPeZKQ8sZs6RRGgzsYcti6qf3,A,ok,False,False,True,HIGH,,,0.0,0.0,False
2tXpgu2DLTsPUf9zFmuZmA4xrYxXKBTpVq9wAM7hzs9y,HANTA,Hantavirus,999673705,9kSJtmTVJTYq7k2Vn2VPC1dK7adPwpchbnkFj3p9qPcy,A,ok,True,True,False,MEDIUM,11012.836873695169,157.82518572978884,3630.558496911619,0.0,False
2tXpgu2DLTsPUf9zFmuZmA4xrYxXKBTpVq9wAM7hzs9y,HANTA,Hantavirus,999673705,EKnzRPNJMDEJhb2rbPCTBXqyaeCK1LT4iUEN8eJbZi3F,A,ok,False,False,True,HIGH,,,0.0,0.0,False
2vtuXdpMKHx8CsdeU1y2rr3tfyhPD51B2t5WTbUUpump,RAGE,RAGE,992453330,3AEKN6MpfCx1rnYCM7E3EjxwrQnbSdNpYKZYtHJ3M9yV,A,ok,False,False,True,HIGH,11859.807698300428,1.0754727980938277,0.0,0.0,False
2vtuXdpMKHx8CsdeU1y2rr3tfyhPD51B2t5WTbUUpump,RAGE,RAGE,992453330,GKqtLVnFAUoak92oMwvCJo3FRJKAfcL7SgaMPfN8Cx16,A,ok,True,True,False,MEDIUM,10207.081065649249,558.98390308624,44437.0850107653,0.0,False
33eum82LaAhtv5YkUq1BdwEviSErH5CnFxqVNLT5pump,WORLDCUP,World Cup Coin,999790979,5uzZJbnSPAWGUjHyDuCBMtFgnAgNEWGrf2fvyKxG43Db,A,ok,False,False,True,HIGH,,,0.0,0.0,True
33eum82LaAhtv5YkUq1BdwEviSErH5CnFxqVNLT5pump,WORLDCUP,World Cup Coin,999790979,8o7pCu8qqpefPdrvAMYj2AvQutMSiBKEoeEtFEwfbzwF,A,ok,False,False,True,HIGH,,,0.0,0.0,False
33eum82LaAhtv5YkUq1BdwEviSErH5CnFxqVNLT5pump,WORLDCUP,World Cup Coin,999790979,FjNb1argW87kFznUueNTiVqF6n1WJDC8jftoncFSeJys,A,ok,True,False,True,HIGH,26981.41676442092,66.0790358153551,7545.215968297271,0.0,False
33eum82LaAhtv5YkUq1BdwEviSErH5CnFxqVNLT5pump,WORLDCUP,World Cup Coin,999790979,JAMiGsEJYL72eBrRxa3xdPMkMVWQLQQAnwG9mXnheNE,A,ok,True,False,True,HIGH,4014.808936579483,305.16356950164544,9778.700939550548,266.9281361784109,False
34q2KmCvapecJgR6ZrtbCTrzZVtkt3a5mHEA3TuEsWYb,LOL,LOL,989419922,DqH1zRx5bQywiRu8JoGKZK6GM36DQuEdhEEfrPB8ptSf,A,ok,False,False,True,HIGH,,,0.0,0.0,False
34q2KmCvapecJgR6ZrtbCTrzZVtkt3a5mHEA3TuEsWYb,LOL,LOL,989419922,ZTAqqLpWtJdfiqdZj8fy5snoV9RxvcA7HtXPGH4gAS2,A,ok,False,False,True,HIGH,,,0.0,0.0,False
3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,999892190,5EU3WxZYkN1UvXV5TuNh2QdX2L5nVyZHCWi6cM8oGEjV,A,ok,True,True,False,MEDIUM,13970.73420297328,72.63200066055366,3408.5213397053985,0.0,False
3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,999892190,8GCfpN4jR9VjufKxcKmU1Y56upCzw2wJTS6c71pp2mRU,A,ok,True,False,True,HIGH,6667.810006850875,70.47698727893453,5830.669907540175,0.0,False
3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,999892190,FDMssDbA5XcxpBV5gv7JXgP3TAiTNLv3ynJiCC6dWijH,A,ok,True,True,False,MEDIUM,5064.195859378925,91.5318560107053,3885.642351235649,0.0,False
3FDvp4d7RVqU1Ng6DQXBpVnyG844CeJYx8WW5PBHpump,YETZY,YETZY,999892190,HnPGo9ZNvfVoRoqd5T2tCGkuoQNtE6vKmLR3viyMCD7V,A,ok,True,True,False,MEDIUM,16803.80788698505,53.79438138847964,2565.00885228416,0.0,False
